Foto, Nimi, Vanus, Reiting, Palk, Reputatsioon, Motivatsioon, Riik
<img src="https://cdn.sofifa.org/players/4/19/211857.png">,Alex Mu&ntilde;oz,23,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/212625.png">,D. Kinsombi,22,68,5,1,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/221841.png">,A. Armstrong,21,68,12,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/236177.png">,Heitor Mutto,26,68,7,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/204946.png">,Y. Otsu,28,68,3,1,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/223122.png">,C. Osmanpa?a,30,68,7,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/229010.png">,S. Amallah,21,68,4,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/125586.png">,S. Andersen,36,68,4,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/191378.png">,S. Kurata,29,68,6,1,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/193426.png">,M. Beister,27,68,4,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/208019.png">,D. Bain,24,68,3,1,Madal,France
<img src="https://cdn.sofifa.org/players/4/19/216467.png">,J. Payne,23,68,15,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/241811.png">,Sergio G&oacute;mez,17,68,8,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/193427.png">,F. Berenguer,29,68,6,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/193939.png">,B. Kee,27,68,3,1,Keskmine,Northern Ireland
<img src="https://cdn.sofifa.org/players/4/19/235156.png">,J. Dunne,20,68,12,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/140181.png">,H. Sogahata,38,68,3,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/206485.png">,R. Camacho,27,68,3,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/223637.png">,A. Polo,23,68,4,1,Keskmine,Peru
<img src="https://cdn.sofifa.org/players/4/19/188821.png">,S. Camille,32,68,4,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/142998.png">,C. Mu&ntilde;oz,41,68,1,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/225174.png">,D. Louiserre,23,68,3,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/194198.png">,J. Delle,28,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/200087.png">,A. Piech,33,68,4,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/169623.png">,P. Hartley,30,68,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/243607.png">,D. Pineda,22,68,3,1,K&otilde;rge,El Salvador
<img src="https://cdn.sofifa.org/players/4/19/215192.png">,G. D&iacute;az,30,68,6,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/238232.png">,Han Kwang Song,19,68,7,1,K&otilde;rge,Korea DPR
<img src="https://cdn.sofifa.org/players/4/19/193688.png">,N. Backman,29,68,6,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/228505.png">,P. Pentz,21,68,3,1,Keskmine,Austria
<img src="https://cdn.sofifa.org/players/4/19/241049.png">,Gorosabel,21,68,7,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/188825.png">,A. Kashi,29,68,4,1,Keskmine,Algeria
<img src="https://cdn.sofifa.org/players/4/19/200346.png">,M. ?yro,25,68,22,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/201114.png">,B. Paw?owski,25,68,3,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/204442.png">,D. Mohamed,29,68,5,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/225434.png">,S. Salazar,22,68,2,1,Madal,Colombia
<img src="https://cdn.sofifa.org/players/4/19/222875.png">,J. Kayembe,23,68,9,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/230299.png">,Arthur Silbeira,34,68,8,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/203164.png">,M. Kegel,28,68,2,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/222876.png">,J. Smith,23,68,11,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/223132.png">,K. Kele?,30,68,7,1,K&otilde;rge,Turkey
<img src="https://cdn.sofifa.org/players/4/19/228508.png">,F. Kalig,25,68,3,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/177564.png">,Bellv&iacute;s,33,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/203933.png">,H. Lybohy,34,68,7,1,Keskmine,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/140445.png">,S. MacLean,35,68,3,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/213917.png">,F&aacute;bio Cardoso,24,68,2,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/216477.png">,T. Nedelev,25,68,0,1,Keskmine,Bulgaria
<img src="https://cdn.sofifa.org/players/4/19/229533.png">,Mesquita,27,68,5,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/237469.png">,Nouhou,21,68,2,1,K&otilde;rge,Cameroon
<img src="https://cdn.sofifa.org/players/4/19/178077.png">,M. Uslu,30,68,6,1,K&otilde;rge,Turkey
<img src="https://cdn.sofifa.org/players/4/19/181917.png">,L. Noriega,33,68,4,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/201886.png">,S. Xulu,26,68,0,1,Keskmine,South Africa
<img src="https://cdn.sofifa.org/players/4/19/202910.png">,D. Mitov Nilsson,27,68,2,1,Keskmine,FYR Macedonia
<img src="https://cdn.sofifa.org/players/4/19/214942.png">,H&eacute;ctor,22,68,16,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/221854.png">,Wu Xinghan,25,68,7,1,K&otilde;rge,China PR
<img src="https://cdn.sofifa.org/players/4/19/227998.png">,D. Badji,25,68,4,1,Keskmine,Senegal
<img src="https://cdn.sofifa.org/players/4/19/163998.png">,T. Tzimopoulos,32,68,0,1,Madal,New Zealand
<img src="https://cdn.sofifa.org/players/4/19/231070.png">,B. Pitt&oacute;n,25,68,5,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/186270.png">,G. Ghazaryan,30,68,5,1,Keskmine,Armenia
<img src="https://cdn.sofifa.org/players/4/19/187550.png">,Eduardo Neto,29,68,4,1,Madal,Brazil
<img src="https://cdn.sofifa.org/players/4/19/221855.png">,Liu Binbin,25,68,7,1,K&otilde;rge,China PR
<img src="https://cdn.sofifa.org/players/4/19/229023.png">,P. Eze,25,68,8,1,Keskmine,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/236191.png">,Enzio Juli&atilde;o,34,68,6,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/236447.png">,R. Pe&ntilde;a,21,68,3,1,K&otilde;rge,Venezuela
<img src="https://cdn.sofifa.org/players/4/19/191135.png">,L. Wakalible,27,68,4,1,Madal,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/199840.png">,Marco Matias,29,68,12,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/225440.png">,C. Embalo,23,68,2,1,Keskmine,Guinea Bissau
<img src="https://cdn.sofifa.org/players/4/19/227232.png">,F. Sotoca,27,68,3,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/229280.png">,K. Hoggas,26,68,6,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/232608.png">,H. Abe,28,68,4,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/184480.png">,H. Robson-Kanu,29,68,15,1,Keskmine,Wales
<img src="https://cdn.sofifa.org/players/4/19/230817.png">,Jos&eacute; Mach&iacute;n,21,68,2,1,K&otilde;rge,Equatorial Guinea
<img src="https://cdn.sofifa.org/players/4/19/238497.png">,M. Spielmann,22,68,6,1,K&otilde;rge,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/176801.png">,M. Emnes,30,68,4,1,Madal,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/244385.png">,G. Bushchan,24,68,1,1,Keskmine,Ukraine
<img src="https://cdn.sofifa.org/players/4/19/214690.png">,O. Hern&aacute;ndez,23,68,2,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/216482.png">,B. Pel&eacute;,26,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/239010.png">,Delm&aacute;s,23,68,4,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/187298.png">,H. Rodr&iacute;guez,28,68,11,1,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/140451.png">,M. Kightly,32,68,5,2,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/211363.png">,T. Lockyer,23,68,4,1,K&otilde;rge,Wales
<img src="https://cdn.sofifa.org/players/4/19/225187.png">,P. van Amersfoort,22,68,4,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/230308.png">,L. Balanta,27,68,2,1,Madal,Colombia
<img src="https://cdn.sofifa.org/players/4/19/242340.png">,A. Mulenga,28,68,1,1,Keskmine,Zambia
<img src="https://cdn.sofifa.org/players/4/19/221605.png">,A. Jeremejeff,24,68,2,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/224165.png">,J. Huentelaf,29,68,3,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/231077.png">,M. Fr&yacute;dek,26,68,1,1,K&otilde;rge,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/209830.png">,Q. Beunardeau,24,68,3,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/219558.png">,G. Koomson,23,68,2,1,K&otilde;rge,Ghana
<img src="https://cdn.sofifa.org/players/4/19/172198.png">,J. Moulin,32,68,9,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/176038.png">,J. Akpala,31,68,11,1,K&otilde;rge,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/182694.png">,J. Mattock,28,68,13,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/194726.png">,J. Ahlmann,27,68,6,1,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/202663.png">,D. Horgan,25,68,3,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/234151.png">,David Carmona,21,68,3,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/191655.png">,Kim Seung Gyu,27,68,3,2,Keskmine,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/215208.png">,E. Isnaldo,24,68,5,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/224424.png">,R. Neudecker,21,68,6,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/238504.png">,A. Bassi,20,68,3,1,Madal,Morocco
<img src="https://cdn.sofifa.org/players/4/19/244648.png">,M. Bara&#263;,23,68,6,1,Keskmine,Croatia
<img src="https://cdn.sofifa.org/players/4/19/214441.png">,A. Contreras,25,68,5,1,K&otilde;rge,Chile
<img src="https://cdn.sofifa.org/players/4/19/233897.png">,M. Fall,26,68,6,1,Keskmine,Senegal
<img src="https://cdn.sofifa.org/players/4/19/244393.png">,Gonzalo Villar,20,68,2,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/183465.png">,J. Rodwell,27,68,16,2,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/214187.png">,C. Bejarano,33,68,1,1,Keskmine,Equatorial Guinea
<img src="https://cdn.sofifa.org/players/4/19/220075.png">,M. Kanno,23,68,12,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/229803.png">,E. Taffertshofer,23,68,3,1,Madal,Germany
<img src="https://cdn.sofifa.org/players/4/19/235947.png">,J. Brunetta,21,68,5,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/239787.png">,G. Torres,22,68,2,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/184747.png">,C. Martin,29,68,19,1,Madal,Scotland
<img src="https://cdn.sofifa.org/players/4/19/193195.png">,N. Ben Khalifa,26,68,7,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/231596.png">,J. Contreras,23,68,2,1,Keskmine,Venezuela
<img src="https://cdn.sofifa.org/players/4/19/138413.png">,M. Kilgallon,34,68,3,1,Madal,England
<img src="https://cdn.sofifa.org/players/4/19/214957.png">,H. Osorio,30,68,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/234413.png">,F. M&uuml;ller,25,68,3,1,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/234925.png">,K. Pierie,17,68,2,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/219566.png">,F. Friday,23,68,6,1,Keskmine,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/243630.png">,J. David,18,68,5,1,Keskmine,Canada
<img src="https://cdn.sofifa.org/players/4/19/208047.png">,Kim In Seong,28,68,4,1,Keskmine,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/225455.png">,V. D&aacute;vila,20,68,5,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/232623.png">,Y. Ideguchi,21,68,11,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/192431.png">,Mario Ort&iacute;z,29,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/192687.png">,Roberson,29,68,12,1,Madal,Brazil
<img src="https://cdn.sofifa.org/players/4/19/205232.png">,D. McGeouch,25,68,6,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/215216.png">,A. Niz,30,68,6,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/225200.png">,Kike Barja,21,68,3,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/231601.png">,Dalmau,24,68,4,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/240561.png">,G. Bouzoukis,20,68,1,1,K&otilde;rge,Greece
<img src="https://cdn.sofifa.org/players/4/19/214194.png">,A. Correa,24,68,1,1,K&otilde;rge,Colombia
<img src="https://cdn.sofifa.org/players/4/19/221619.png">,V. Cabrera,25,68,3,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/182451.png">,Cheng Yuelei,30,68,5,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/202676.png">,A. Taggart,25,68,3,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/224436.png">,S. V&auml;is&auml;nen,24,68,5,1,Keskmine,Finland
<img src="https://cdn.sofifa.org/players/4/19/225204.png">,Ra&uacute;l Guti,21,68,3,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/114356.png">,M. W&ouml;lfli,35,68,4,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/193716.png">,D. Wilson,26,68,3,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/200629.png">,A. Santurro,26,68,9,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/208309.png">,I. Ciss&eacute;,24,68,16,1,Keskmine,Guinea
<img src="https://cdn.sofifa.org/players/4/19/223157.png">,A. Novakovich,21,68,11,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/172470.png">,N. Pedersen,30,68,4,1,Madal,Denmark
<img src="https://cdn.sofifa.org/players/4/19/189110.png">,P. Hanlon,28,68,3,1,K&otilde;rge,Scotland
<img src="https://cdn.sofifa.org/players/4/19/193206.png">,O. Lee,26,68,4,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/209335.png">,K. Haugen,24,68,3,1,K&otilde;rge,Norway
<img src="https://cdn.sofifa.org/players/4/19/233911.png">,Matos,23,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/192439.png">,M. Davidson,30,68,3,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/215480.png">,A. Boljevi&#263;,22,68,5,1,Keskmine,Montenegro
<img src="https://cdn.sofifa.org/players/4/19/232120.png">,S. Moore,21,68,6,1,K&otilde;rge,United States
<img src="https://cdn.sofifa.org/players/4/19/232376.png">,T. Aoki,28,68,5,1,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/238008.png">,J. Elliott,22,68,3,1,Madal,England
<img src="https://cdn.sofifa.org/players/4/19/197817.png">,H. Mosquera,31,68,1,1,Madal,Colombia
<img src="https://cdn.sofifa.org/players/4/19/201401.png">,Campabadal,25,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/214201.png">,C. Alz&aacute;te,30,68,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/214969.png">,F. Godoy,28,68,7,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/230074.png">,E. Kwateng,21,68,6,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/204475.png">,Lobato,29,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/238779.png">,J. Verlaat,22,68,3,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/179899.png">,A. Sk&uacute;lason,31,68,6,1,K&otilde;rge,Iceland
<img src="https://cdn.sofifa.org/players/4/19/190651.png">,M. Mart&iacute;nez,34,68,6,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/208316.png">,A. Blomqvist,26,68,3,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/213948.png">,D. Holmes,23,68,14,1,K&otilde;rge,United States
<img src="https://cdn.sofifa.org/players/4/19/224956.png">,D. Crowley,20,68,3,1,Madal,England
<img src="https://cdn.sofifa.org/players/4/19/234172.png">,B. Bese,24,68,3,1,Keskmine,Hungary
<img src="https://cdn.sofifa.org/players/4/19/240060.png">,M. Aarons,18,68,4,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/237245.png">,E. Segura,21,68,1,1,K&otilde;rge,Colombia
<img src="https://cdn.sofifa.org/players/4/19/174013.png">,Olmo,33,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/183741.png">,M. Zullo,29,68,4,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/212158.png">,O. Osawe,24,68,10,1,Keskmine,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/213694.png">,K. Gorr&eacute;,23,68,5,1,K&otilde;rge,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/223934.png">,B. Yard?mc?,25,68,6,1,K&otilde;rge,Turkey
<img src="https://cdn.sofifa.org/players/4/19/229054.png">,L. G&ouml;r,27,68,6,1,Madal,Turkey
<img src="https://cdn.sofifa.org/players/4/19/230334.png">,Jess&eacute; Ferdeira,26,68,6,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/237502.png">,D. Johnsen,20,68,6,1,Madal,Norway
<img src="https://cdn.sofifa.org/players/4/19/239550.png">,A. Gravillon,20,68,2,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/240574.png">,A. Brighenti,30,68,2,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/195262.png">,A. Grimaldi,27,68,4,1,Madal,Germany
<img src="https://cdn.sofifa.org/players/4/19/215999.png">,D. D&iacute;az,32,68,2,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/201408.png">,S. D'Elia,29,68,2,1,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/221376.png">,A. Pulji&#263;,30,68,9,1,Keskmine,Croatia
<img src="https://cdn.sofifa.org/players/4/19/238784.png">,B. Rother,21,68,4,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/239808.png">,M. S&aacute;&#269;ek,21,68,1,1,K&otilde;rge,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/206529.png">,F. Boli,24,68,2,1,Madal,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/214721.png">,F. Falcone,28,68,4,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/228033.png">,Chi Zhongguo,28,68,8,1,K&otilde;rge,China PR
<img src="https://cdn.sofifa.org/players/4/19/233409.png">,R. Gumny,20,68,3,1,K&otilde;rge,Poland
<img src="https://cdn.sofifa.org/players/4/19/223426.png">,B. Zech,27,68,5,1,Madal,Austria
<img src="https://cdn.sofifa.org/players/4/19/228290.png">,J. Laporte,24,68,3,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/231874.png">,J. Horn,21,68,5,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/183490.png">,J. van den Bergh,31,68,5,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/183746.png">,A. Vr&scaron;ajevi&#269;,32,68,7,1,K&otilde;rge,Bosnia Herzegovina
<img src="https://cdn.sofifa.org/players/4/19/186562.png">,J. Magennis,27,68,5,1,K&otilde;rge,Northern Ireland
<img src="https://cdn.sofifa.org/players/4/19/208323.png">,C. Rivieyran,27,68,3,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/243907.png">,D. Koita,18,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/208324.png">,P. Polomat,24,68,9,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/212932.png">,Y. Ono,25,68,3,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/222660.png">,Hwang Hyun Soo,22,68,3,1,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/232132.png">,Joaqu&iacute;n,22,68,6,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/232388.png">,Vitor Costa,24,68,4,1,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/203461.png">,H. Kryeziu,25,68,6,1,K&otilde;rge,Kosovo
<img src="https://cdn.sofifa.org/players/4/19/220357.png">,J. Bajandouh,25,68,12,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/223686.png">,T. Wellenreuther,22,68,3,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/242374.png">,M. Barrow,19,68,6,1,Keskmine,Gambia
<img src="https://cdn.sofifa.org/players/4/19/187334.png">,L. Hallenius,29,68,2,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/229575.png">,D. Mancini,21,68,11,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/176583.png">,L. &Aacute;lvarez,33,68,1,1,Keskmine,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/209608.png">,D. Burbano,30,68,2,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/215240.png">,M. Fissore,27,68,6,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/165064.png">,J. Promes,34,68,3,1,K&otilde;rge,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/237000.png">,R. Cannon,20,68,2,1,K&otilde;rge,United States
<img src="https://cdn.sofifa.org/players/4/19/239048.png">,H. Akbunar,24,68,8,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/241096.png">,S. Tonali,18,68,1,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/190408.png">,M. Reginiussen,30,68,2,1,K&otilde;rge,Norway
<img src="https://cdn.sofifa.org/players/4/19/204489.png">,S. Elbers,26,68,5,1,K&otilde;rge,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/212169.png">,J. Michel,26,68,6,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/216265.png">,U. Ikpeazu,23,68,4,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/237257.png">,J. Yueill,21,68,3,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/243401.png">,Andr&eacute; Vidigal,19,68,2,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/184777.png">,E. Herrera,29,68,22,1,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/206538.png">,K. Stewart,24,68,9,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/214730.png">,I. Gonz&aacute;lez,28,68,2,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/224970.png">,J. Domp&eacute;,22,68,7,1,Madal,France
<img src="https://cdn.sofifa.org/players/4/19/193482.png">,Zequinha,31,68,3,1,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/231627.png">,U. Sadiq,21,68,17,1,K&otilde;rge,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/146636.png">,Jos&eacute; Juan,39,68,1,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/216268.png">,D. Watmore,24,68,5,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/230860.png">,D. Poha,21,68,9,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/177100.png">,T. Werner,32,68,13,2,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/224205.png">,M. Barbieri,27,68,7,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/190669.png">,O. Jansson,27,68,2,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/203982.png">,J. Valencia,32,68,2,1,K&otilde;rge,Colombia
<img src="https://cdn.sofifa.org/players/4/19/205518.png">,Y. Croizet,26,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/220878.png">,M. Cacutalua,23,68,3,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/228814.png">,A. Green,19,68,4,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/166862.png">,J. Wright,32,68,5,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/122574.png">,S. Whittaker,34,68,3,1,K&otilde;rge,Scotland
<img src="https://cdn.sofifa.org/players/4/19/197839.png">,Leonardo,30,68,3,1,Madal,Brazil
<img src="https://cdn.sofifa.org/players/4/19/209359.png">,B. O'Neill,24,68,3,1,K&otilde;rge,Australia
<img src="https://cdn.sofifa.org/players/4/19/216271.png">,J. van Aken,24,68,9,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/222671.png">,Everaldo,26,68,5,1,Madal,Brazil
<img src="https://cdn.sofifa.org/players/4/19/228815.png">,T. Roberts,19,68,9,1,Keskmine,Wales
<img src="https://cdn.sofifa.org/players/4/19/241103.png">,Z. Vanheusden,18,68,8,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/208592.png">,M. Delgado,23,68,3,1,K&otilde;rge,United States
<img src="https://cdn.sofifa.org/players/4/19/162512.png">,S. Cuthbert,31,68,5,1,K&otilde;rge,Scotland
<img src="https://cdn.sofifa.org/players/4/19/170448.png">,J. Zimmermann,33,68,9,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/211409.png">,Nixon,25,68,2,1,Madal,Brazil
<img src="https://cdn.sofifa.org/players/4/19/176849.png">,P. Gibaud,30,68,3,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/179665.png">,A. Pilkington,30,68,19,1,Keskmine,Republic of Ireland
